source_number|name|ra|dec|error_radius|snr|y5r500|y5r500_error|redshift|redshift_source_name|mass_sz|mass_sz_pos_err|mass_sz_neg_err
1236|PSZ2-G266.84-14.42|074447.3|-540639|3.475128|5.20334|3.16156e-03|1.38651e-03|0.074000|RXCJ0745.1-5404|2.125561|0.220186|0.222647
1237|PSZ2-G267.30-46.19|035631.2|-560445|2.428366|5.06818|2.52674e-03|1.17325e-03|||||
1238|PSZ2-G267.55+09.14|093803.8|-400517|2.428692|5.43664|1.21041e-03|3.77912e-04|||||
1239|PSZ2-G268.07+09.39|094057.6|-401445|2.428835|4.72959|3.53484e-03|2.19748e-03|||||
1240|PSZ2-G268.30+28.89|103823.7|-245303|3.910316|5.41146|3.79465e-03|1.35376e-03|0.123000|RXCJ1038.4-2454|2.832914|0.329354|0.336738
1241|PSZ2-G268.34-43.64|041208.9|-573945|2.428620|4.59516|2.31783e-03|1.43204e-03|0.340000|SPT-CLJ0412-5743|4.395870|0.595402|0.551270
1242|PSZ2-G268.51-28.14|061117.8|-593555|3.361178|4.63619|8.75121e-04|4.56299e-04|0.460000|SPT-CLJ0611-5938|4.058944|0.456525|0.551043
1243|PSZ2-G269.02+22.27|102349.6|-304221|3.778972|5.01869|1.89549e-03|8.65376e-04|0.357500||5.083533|0.627546|0.674998
1244|PSZ2-G269.02+46.30|111910.5|-102355|2.834970|4.66698|8.24519e-04|2.18433e-04|||||
1245|PSZ2-G269.03+44.22|111453.9|-121212|3.709673|6.44437|3.69938e-03|1.15282e-03|0.191200|ACO1211|4.211417|0.435718|0.464419
1246|PSZ2-G269.31-49.87|032842.2|-554313|2.428699|10.46915|4.77147e-03|1.15742e-03|0.085300|RXCJ0328.6-5542|3.262202|0.198426|0.203141
1247|PSZ2-G269.36-47.20|034543.5|-565813|6.077277|5.48195|9.81828e-03|2.28791e-03|0.057000|RXCJ0346.1-5702|1.534310|0.243767|0.303065
1248|PSZ2-G269.57+15.70|100710.2|-361902|5.616481|5.05612|1.04139e-03|3.48569e-04|||||
1249|PSZ2-G269.82-64.35|021253.6|-471201|5.131773|5.18555|3.39569e-03|1.20741e-03|0.115000|RXCJ0212.8-4707|2.276113|0.310668|0.333270
1250|PSZ2-G270.07-20.02|071607.0|-590930|2.428890|5.42398|8.50580e-04|2.63715e-04|||||
1251|PSZ2-G270.37+69.42|120713.8|+092349|2.428679|4.77902|1.92711e-03|8.33609e-04|0.291776|RMJ120709.6+092344.2|4.545863|0.562847|0.637813
1252|PSZ2-G270.45-14.50|075536.1|-571500|5.606180|4.85093|1.96419e-03|6.91843e-04|||||
1253|PSZ2-G270.63-35.67|050955.4|-611715|1.387920|7.93404|1.07858e-03|2.65550e-04|0.313000|SPT-CLJ0509-6118|5.343153|0.339046|0.335219
1254|PSZ2-G270.78+36.83|110411.4|-191527|2.278360|4.98782|1.80288e-03|1.00215e-03|||||
1255|PSZ2-G270.88+37.23|110519.5|-185655|5.204483|5.48861|4.03092e-03|2.29061e-03|||||
1256|PSZ2-G270.93-58.78|023547.2|-512144|1.480330|8.95593|2.05674e-03|4.67438e-04|0.278000|ACT-CL-J0235-5121|5.950873|0.362664|0.369952
1257|PSZ2-G270.95-31.78|054219.9|-615221|4.936600|5.73271|3.05180e-03|1.38192e-03|0.140000||2.347187|0.275779|0.288874
1258|PSZ2-G271.04-12.16|081237.5|-563557|2.428530|5.27638|1.57810e-03|6.62717e-04|||||
1259|PSZ2-G271.15+21.10|102821.5|-324744|2.540241|4.99570|1.07617e-03|3.87035e-04|||||
1260|PSZ2-G271.18-30.95|054923.1|-620422|1.160063|14.08465|1.85991e-03|2.98235e-04|0.370000|SPT-CLJ0549-6205|7.373215|0.305010|0.316122
1261|PSZ2-G271.28-36.11|050534.1|-614428|2.538431|5.59393|1.91039e-03|7.45158e-04|0.250000|SPT-CLJ0505-6145|3.807303|0.344707|0.379613
1262|PSZ2-G271.53+36.41|110529.4|-195508|4.591031|5.19262|3.32312e-03|1.26640e-03|||||
1263|PSZ2-G271.53-56.57|024528.5|-530232|1.237507|10.41800|1.86498e-03|3.28406e-04|0.300000|ACOS295|6.775245|0.367776|0.356769
1264|PSZ2-G271.55+26.00|104214.6|-285249|2.428899|5.01512|1.12277e-03|3.91632e-04|||||
1265|PSZ2-G271.60-12.50|081234.3|-571430|1.955357|10.68943|1.09961e-02|2.30927e-03|0.062000|RXCJ0812.5-5714|3.506744|0.179781|0.182941
1266|PSZ2-G272.08-29.06|060556.9|-624750|2.235155|7.13737|2.16017e-03|6.20107e-04|0.097737|ACOS567|2.221938|0.170459|0.183585
1267|PSZ2-G272.08-40.16|043114.2|-612425|1.668307|39.99466|4.26569e-02|2.98409e-03|0.058900|RXCJ0431.4-6126|6.636994|0.113849|0.115667
1268|PSZ2-G272.11-11.50|082045.1|-570804|3.732770|9.75352|2.08651e-02|4.68133e-03|0.061000|RXCJ0820.9-5704|2.481668|0.129014|0.155048
1269|PSZ2-G272.16+33.47|110113.6|-224344|3.812918|7.24736|4.11330e-03|1.07828e-03|0.141600|RXCJ1101.2-2243|3.825506|0.337788|0.382451
1270|PSZ2-G272.65+32.50|110041.1|-234638|4.959366|4.64608|1.47372e-03|5.62192e-04|||||
1271|PSZ2-G272.85+48.79|113312.9|-092734|4.901510|5.34703|1.30698e-03|4.41818e-04|0.420000||5.754681|0.611512|0.657130
1272|PSZ2-G272.88+19.14|102941.1|-351933|3.757550|8.05733|9.47600e-03|2.91843e-03|0.011054|ACOS636|0.826242|0.065717|0.073890
1273|PSZ2-G273.54-30.28|055523.4|-640619|2.427587|8.43175|1.25549e-03|3.33634e-04|0.345370|SPT-CLJ0555-6406|5.635880|0.391871|0.395328
1274|PSZ2-G273.59+63.27|120026.2|+032054|1.433629|12.56745|6.61294e-03|1.03729e-03|0.133900|RXCJ1200.4+0320|5.538075|0.259453|0.256292
1275|PSZ2-G273.69-68.38|015039.6|-451413|7.074668|5.18995|5.17552e-03|1.68848e-03|0.320000|SPT-CLJ0150-4511|3.609938|0.502600|0.582568
1276|PSZ2-G274.73-16.79|075427.1|-615736|2.587422|5.64857|1.85238e-03|6.70652e-04|||||
1277|PSZ2-G274.73-32.20|053712.9|-650330|3.228167|4.97242|1.25401e-03|5.29347e-04|0.200000|SPT-CLJ0537-6504|3.361467|0.338682|0.354002
1278|PSZ2-G275.24-40.42|042209.5|-633516|1.655679|4.85358|7.34430e-04|2.46379e-04|||||
1279|PSZ2-G275.45-28.87|060906.5|-654353|3.435567|5.81357|6.89220e-03|2.49168e-03||QW0608-657|||
1280|PSZ2-G275.64-49.09|031701.6|-593626|2.428355|4.69901|3.83797e-03|1.93449e-03|0.469000|SPT-CLJ0317-5935|4.432160|0.466667|0.511331
1281|PSZ2-G275.73-06.12|090803.6|-564142|2.465938|5.75290|1.90398e-03|6.18855e-04|||||
1282|PSZ2-G276.09-41.53|041039.3|-634428|4.108352|6.28379|4.13860e-03|1.15907e-03|0.140000|SPT-CLJ0411-6340|2.878028|0.267431|0.269886
1283|PSZ2-G276.14-07.68|090123.5|-580150|2.428233|5.65201|2.39889e-03|1.05242e-03|||||
1284|PSZ2-G276.46-21.52|072040.6|-651738|2.427908|6.91600|1.77174e-03|5.24945e-04|||||
1285|PSZ2-G276.75-59.82|021719.1|-524306|2.428912|5.44363|2.05668e-03|9.08279e-04|0.343200|RXCJ0217.2-5244|4.482963|0.482562|0.547038
1286|PSZ2-G277.38+47.07|114128.2|-121756|2.427850|4.94882|2.05423e-03|7.86938e-04|0.119500|RXCJ1141.4-1216|2.807710|0.368487|0.398008
1287|PSZ2-G277.76-51.74|025416.4|-585739|2.428839|15.06104|3.28109e-03|4.40988e-04|0.438000|SPT-CLJ0254-5857|9.692608|0.368847|0.383241
1288|PSZ2-G277.93+12.34|103216.2|-433958|5.301757|5.09167|1.86758e-03|8.98020e-04|||||
1289|PSZ2-G278.32-18.77|075140.1|-655414|3.285081|5.11450|8.54249e-04|2.98160e-04|||||
1290|PSZ2-G278.33-41.53|040343.7|-651431|3.563867|7.34364|2.53929e-03|8.81595e-04|0.120000|ACO3216|3.360079|0.307464|0.295135
1291|PSZ2-G278.56+10.74|103030.8|-452101|2.428628|4.78613|1.03209e-03|3.88974e-04|||||
1292|PSZ2-G278.58+39.16|113156.5|-195452|2.427922|12.15560|3.73370e-03|5.99490e-04|0.307500|RXCJ1131.9-1955|8.971329|0.458754|0.453792
1293|PSZ2-G278.74-45.26|033250.0|-633249|1.990856|6.03076|6.89880e-04|1.18793e-04|||||
1294|PSZ2-G278.79+08.54|102453.6|-472015|2.428908|7.07014|1.45264e-03|3.72352e-04|||||
1295|PSZ2-G278.87+16.70|104810.4|-402009|2.428466|5.37325|1.32600e-03|4.57837e-04|||||
1296|PSZ2-G278.91-15.76|081953.0|-645928|2.428866|4.90440|1.63617e-03|7.44647e-04|||||
1297|PSZ2-G278.92+31.06|111857.0|-272728|2.968922|5.17825|1.07228e-03|3.24291e-04|||||
1298|PSZ2-G278.94-17.62|080422.0|-655548|2.428699|5.12814|1.82660e-03|1.22485e-03|||||
1299|PSZ2-G279.02+81.24|123628.3|+190441|2.428209|4.86395|2.76162e-03|1.15895e-03|0.180000|NSCSJ123631+190301|3.384779|0.469569|0.547852
1300|PSZ2-G279.51-44.85|033259.3|-641353|5.082538|5.08776|1.05483e-03|4.40042e-04|0.078558|ACOS362|1.698003|0.212707|0.224984
1301|PSZ2-G279.79+39.09|113531.1|-202025|2.015887|7.28580|2.75322e-03|7.64882e-04|0.290000||6.118639|0.437946|0.481040
1302|PSZ2-G280.17+47.83|114947.3|-121748|1.439743|12.71850|6.72529e-03|1.14066e-03|0.155700|RXCJ1149.7-1219|6.055300|0.299841|0.317026
1303|PSZ2-G280.21+14.57|104852.3|-424949|5.896831|5.11199|4.33979e-03|1.55707e-03|0.057987|ABELLS0648|1.779906|0.238685|0.243604
1304|PSZ2-G280.23-53.84|023443.7|-582930|5.367367|5.88068|1.00332e-03|3.56280e-04|0.415000|SPT-CLJ0234-5831|4.792248|0.527781|0.568232
1305|PSZ2-G280.39-10.48|090636.2|-630209|2.428912|4.99876|1.38463e-03|6.06224e-04|||||
1306|PSZ2-G280.76-52.30|024051.4|-595120|2.428185|4.52323|4.97351e-03|2.94485e-03|0.590000|SPT-CLJ0240-5952|4.876684|0.599783|0.652144
1307|PSZ2-G280.78-52.22|024113.5|-595539|6.333022|4.82310|5.59158e-03|1.51116e-03|||||
1308|PSZ2-G281.09-42.51|034511.8|-663005|2.428456|5.01703|1.16404e-03|5.09403e-04|0.380000||4.476924|0.546226|0.580996
1309|PSZ2-G281.26-46.90|031123.7|-635424|2.428791|6.00791|1.08992e-03|3.51629e-04|0.284000|SPT-CLJ0311-6354|4.355146|0.437171|0.459278
1310|PSZ2-G281.48-08.34|092635.1|-622047|2.428301|6.51783|1.06907e-03|3.15316e-04|||||
1311|PSZ2-G282.11+38.61|114200.0|-212616|4.185980|5.05420|1.70816e-03|7.12252e-04|||||
1312|PSZ2-G282.12+54.04|120255.1|-065130|2.427951|9.67954|4.28565e-03|9.68468e-04|0.126800|RXCJ1202.9-0650|4.654243|0.305992|0.300672
1313|PSZ2-G282.14+38.29|114137.2|-214444|3.494537|4.90220|2.19044e-03|1.15212e-03|0.327000||4.843995|0.582984|0.705693
1314|PSZ2-G282.28+49.94|115800.8|-104632|1.630789|6.59224|1.14012e-03|2.39077e-04|0.660000||7.802004|0.646548|0.654074
1315|PSZ2-G282.32-40.15|040053.5|-683305|2.425651|4.56336|9.95127e-04|5.15475e-04|||||
1316|PSZ2-G282.67+20.83|111411.9|-381101|2.428850|9.07332|3.23974e-03|8.06993e-04|0.130600|RXCJ1114.1-3811|4.447756|0.292212|0.299433
1317|PSZ2-G282.96+14.23|110111.8|-441913|3.039505|4.61148|1.28413e-03|6.20971e-04|||||
1318|PSZ2-G283.16-22.91|072658.6|-713724|2.428895|8.64684|2.09883e-03|4.94244e-04|0.450000|PLCKESZG283.16-22.|6.751481|0.454571|0.486207
1319|PSZ2-G283.26+77.37|123357.2|+151032|2.428818|5.99637|1.64164e-03|6.25016e-04|0.281640||5.282574|0.549014|0.571839
1320|PSZ2-G283.91+73.87|123013.2|+114747|2.428209|8.39307|1.96147e-02|7.08504e-03|0.085200|RXCJ1229.9+1147|2.988091|0.231506|0.185683
1321|PSZ2-G284.30-26.75|063930.3|-732409|1.713642|4.73162|5.46871e-04|1.60827e-04|||||
1322|PSZ2-G284.41+52.45|120614.9|-084719|2.427470|13.60221|3.94709e-03|6.17829e-04|0.441400|RXCJ1206.2-0848|11.176133|0.476213|0.477193
1323|PSZ2-G284.59+70.84|122727.2|+084957|5.132634|4.77845|4.75175e-03|3.05468e-03|0.089600|RXCJ1227.4+0849|2.200535|0.284276|0.295737
1324|PSZ2-G284.97-23.69|072321.5|-732622|2.337452|15.65867|3.80471e-03|5.52160e-04|0.390000||8.392523|0.333284|0.340450
1325|PSZ2-G285.18+16.11|111617.8|-432710|2.428866|5.84028|4.47384e-03|1.74897e-03|||||
1326|PSZ2-G285.28-47.35|025009.1|-652958|3.116687|5.09994|1.08146e-03|4.67301e-04|||||
1327|PSZ2-G285.52-62.23|014503.0|-530226|2.428711|9.44991|5.24684e-03|1.11459e-03|0.116800|RXCJ0145.0-5300|3.635552|0.242619|0.259931
1329|PSZ2-G285.63+72.75|123051.5|+103433|2.312610|10.88553|3.72100e-03|7.95734e-04|0.165000|RXCJ1230.7+1033|5.607035|0.325598|0.333519
1328|PSZ2-G285.63-17.23|084410.6|-711208|2.428906|9.79633|1.66723e-03|3.61197e-04|0.350000||6.641870|0.400039|0.406024
1330|PSZ2-G285.80-26.46|064541.6|-744223|1.555155|6.64420|1.59932e-03|7.92254e-04||ACO3405|||
1331|PSZ2-G285.85-46.36|025338.7|-663022|2.428875|4.75986|2.42832e-03|1.39570e-03|||||
1332|PSZ2-G285.87-74.93|011447.0|-412448|2.428597|6.67447|1.91176e-03|5.47293e-04|0.213000|SPT-CLJ0114-4123|4.495955|0.420387|0.433085
1333|PSZ2-G286.07-42.75|031902.1|-691320|4.857006|4.92986|3.79958e-03|1.87322e-03|||||
1334|PSZ2-G286.28-38.36|035913.1|-720550|2.427761|8.73423|2.76137e-03|7.83660e-04|0.307000||5.940131|0.386940|0.402328
1335|PSZ2-G286.32-30.62|054131.0|-750345|2.300015|4.97583|1.45349e-03|5.88125e-04|||||
1336|PSZ2-G286.39+64.06|122248.8|+020657|4.866840|4.85210|2.50786e-03|1.02979e-03|0.228986|RMJ122241.3+020558.9|4.098035|0.485076|0.504672
1337|PSZ2-G286.62-31.24|053121.7|-751135|1.530452|11.89962|3.00543e-03|5.37914e-04|0.210000||5.683848|0.243097|0.254702
1338|PSZ2-G286.66-23.93|072608.0|-745912|3.697152|5.46404|1.34305e-03|5.04948e-04|||||
1339|PSZ2-G286.68+23.18|113559.9|-371732|2.657564|5.33946|1.45772e-03|5.66671e-04|0.300000||5.043166|0.497760|0.523916
1340|PSZ2-G286.75-37.35|040746.2|-725742|2.428366|8.21417|2.22049e-03|6.28202e-04|0.470000||6.785440|0.489820|0.525954
1341|PSZ2-G286.98+32.90|115049.5|-280508|2.428612|22.65637|8.33104e-03|7.74848e-04|0.390000||14.692611|0.391745|0.416931
1342|PSZ2-G287.00-35.24|043224.4|-741007|2.428875|5.66762|1.36347e-03|5.71940e-04|0.430000||5.226339|0.521019|0.579646
1343|PSZ2-G287.05-23.21|073821.1|-750724|3.661884|5.17341|1.59947e-03|7.10957e-04|0.111000|RXCJ0738.1-7506|2.166549|0.254779|0.268906
1344|PSZ2-G287.22+18.13|113004.2|-421436|3.152441|8.23349|2.76141e-03|6.86813e-04|0.155000|RXCJ1130.0-4213|4.442432|0.325747|0.354996
1345|PSZ2-G287.25+34.96|115417.6|-260950|2.427894|5.44786|4.07070e-03|1.75439e-03|0.349000||5.421593|0.555930|0.633537
1346|PSZ2-G287.46+81.12|124129.1|+183308|2.428780|7.43163|3.15665e-03|8.82120e-04|0.073000|RXCJ1241.3+1834|2.628514|0.223079|0.241795
1347|PSZ2-G287.54+58.63|121937.7|-031703|5.228045|4.75093|2.46288e-03|1.04999e-03|0.305033|RMJ121937.2-031834.2|4.226160|0.619404|0.641202
1348|PSZ2-G287.55-14.25|092645.3|-704353|3.487267|5.10112|7.15874e-04|2.11464e-04|||||
1349|PSZ2-G287.56-28.32|061709.5|-762105|1.642290|7.20884|1.74923e-03|4.66600e-04|0.363000||4.795627|0.427674|0.455600
1350|PSZ2-G287.72+26.46|114516.9|-342634|2.428267|7.21489|6.13060e-03|2.02021e-03|0.069700|RXCJ1145.3-3425|2.578626|0.226006|0.232498
1351|PSZ2-G287.96-32.99|045923.8|-754806|1.217830|11.74542|2.64793e-03|4.20312e-04|0.250000||6.183183|0.255930|0.252687
1352|PSZ2-G288.06-46.73|023912.4|-670944|6.943960|4.56500|1.07994e-03|5.56115e-04|||||
1353|PSZ2-G288.08-14.81|092617.9|-712907|2.209287|7.77626|1.23732e-03|3.20781e-04|0.290000||5.197617|0.394546|0.416431
1354|PSZ2-G288.15-39.04|034026.5|-725133|2.428564|6.32265|1.70798e-03|7.86317e-04|0.480000||5.874903|0.541255|0.594810
1355|PSZ2-G288.27+39.97|120318.1|-213129|1.363068|13.31787|6.14664e-03|8.98847e-04|0.199200|RXCJ1203.2-2131|7.162284|0.280444|0.325460
1356|PSZ2-G288.63-37.66|035214.6|-740031|1.492336|21.26239|9.84006e-03|9.52347e-04|0.127000|MS0353.3-7411|6.440878|0.191418|0.198975
1357|PSZ2-G288.87-32.97|045502.8|-763059|5.042358|4.91481|2.37478e-03|9.62766e-04|||||
1358|PSZ2-G289.13+72.19|123427.8|+094654|2.024576|8.79077|3.99067e-03|9.38655e-04|0.229000|RXCJ1234.2+0947|5.876935|0.389943|0.396149
1359|PSZ2-G289.16+55.27|122002.8|-064525|2.428736|4.58134|3.42434e-03|2.00918e-03|0.410000||5.373662|0.657836|0.722244
1360|PSZ2-G289.30-28.95|060416.5|-775041|2.401357|5.19027|1.42873e-03|5.77241e-04|||||
1361|PSZ2-G289.50+32.71|115954.5|-284817|2.428912|4.97183|4.97244e-03|2.65263e-03|||||
1362|PSZ2-G289.50-47.49|022626.4|-670455|2.428173|5.30401|2.79729e-03|1.25708e-03|||||
1363|PSZ2-G290.19+30.16|115948.7|-312536|3.587857|6.42656|5.55679e-03|1.60953e-03|0.068500|RXCJ1200.0-3124|2.252392|0.223447|0.214476
1364|PSZ2-G290.38+37.57|120754.9|-241409|2.245826|4.65398|8.38575e-04|1.98899e-04|||||
1365|PSZ2-G290.83-45.84|022724.4|-685756|3.730222|4.88279|8.70797e-04|2.94590e-04|||||
1366|PSZ2-G291.34+14.70|114538.1|-464055|5.346317|4.55553|1.69662e-03|7.02815e-04|||||
1367|PSZ2-G291.34-55.31|014515.9|-603517|2.306122|6.86223|1.79484e-03|4.51386e-04|0.180500|RXCJ0145.2-6033|3.686927|0.290013|0.315151
1368|PSZ2-G292.04+22.91|115946.6|-385139|2.428890|5.59450|1.72509e-03|5.80483e-04|||||
1369|PSZ2-G292.22-43.33|023255.5|-713710|2.427651|5.12637|1.05101e-03|4.12179e-04|||||
1370|PSZ2-G292.40-57.11|013557.8|-590535|2.428628|4.92588|2.44174e-03|1.15594e-03|0.490000|SPT-CLJ0135-5904|4.787014|0.539972|0.601166
1371|PSZ2-G292.56+21.97|120112.0|-395301|2.280110|11.69977|5.54023e-03|9.38290e-04|0.300000||7.926002|0.439428|0.461854
1372|PSZ2-G292.69-18.32|093501.7|-770612|2.428907|4.96346|9.32386e-04|3.56515e-04|||||
1373|PSZ2-G292.74+33.49|121245.1|-283644|3.587335|5.12740|1.81845e-03|6.78643e-04|0.081570|ABELL3506|2.066264|0.258973|0.276359
1374|PSZ2-G292.77-23.80|080211.8|-801452|1.817382|5.84627|7.15203e-04|1.21628e-04|||||
1375|PSZ2-G292.84-16.57|095704.0|-755430|2.428699|7.97342|1.60089e-03|5.11679e-04|||||
1376|PSZ2-G293.01-65.78|011708.9|-505056|2.428759|7.22222|2.32310e-03|6.40981e-04||ACO2893|||
1377|PSZ2-G293.09+43.20|122109.5|-190526|2.288112|5.07061|8.28344e-04|1.62566e-04|||||
1378|PSZ2-G293.12-70.85|010952.3|-455527|2.428765|6.98052|6.24011e-03|2.13849e-03|0.023800|RXCJ0110.0-4555|1.143805|0.110559|0.115398
1379|PSZ2-G293.17-14.35|102151.9|-741856|2.078465|4.86264|7.19595e-04|1.49626e-04|||||
1380|PSZ2-G293.35+07.33|114541.4|-541836|3.299509|5.32772|3.33085e-03|1.05640e-03|0.155000|RXCJ1145.6-5420|3.884921|0.352238|0.365791
1381|PSZ2-G293.35-10.50|105010.8|-710523|5.860559|4.77974|2.51936e-03|1.11634e-03|||||
1382|PSZ2-G293.63+08.25|114906.9|-532920|4.852151|5.79794|2.99482e-03|1.05666e-03|||||
1383|PSZ2-G293.80-40.77|023743.2|-742451|2.428875|4.54827|1.05460e-03|5.45901e-04|||||
1384|PSZ2-G293.92-17.26|100323.9|-770554|2.428658|5.07806|2.14888e-03|1.05779e-03|||||
1385|PSZ2-G294.28-19.03|094614.6|-783932|2.428678|7.25244|1.57526e-03|5.18749e-04|||||
1386|PSZ2-G294.31-14.18|103712.9|-744538|2.965242|5.10200|5.35025e-03|1.06536e-03|||||
1387|PSZ2-G294.36-29.53|053231.6|-820505|1.475597|6.28114|9.51364e-04|3.15156e-04|0.620000||5.843174|0.545455|0.558056
1388|PSZ2-G294.37-14.33|103649.1|-745503|1.559323|8.87115|4.61209e-03|9.38213e-04|||||
1389|PSZ2-G294.45-13.94|104046.3|-743730|5.887983|4.77347|2.16833e-03|1.14248e-03|||||
1390|PSZ2-G294.64+30.15|121735.5|-321004|2.584215|5.13815|1.01285e-03|2.99798e-04|||||
1391|PSZ2-G294.68-37.01|030357.8|-775412|7.223045|14.36911|4.40149e-03|7.61119e-04|0.274200|RXCJ0303.7-7752|6.993430|0.294403|0.316828
1392|PSZ2-G294.89-37.19|025922.2|-775146|2.719604|5.35206|7.09432e-03|1.31213e-03|0.470000||4.826870|0.650032|0.478047
1393|PSZ2-G295.00-37.76|025154.2|-772659|3.695158|4.59584|5.19985e-04|1.19442e-04|||||
1394|PSZ2-G295.19-56.99|012449.4|-593757|2.428111|5.99310|3.17309e-03|2.54106e-03|0.217000|SPT-CLJ0124-5937|3.850401|0.338881|0.370649
1395|PSZ2-G295.25-21.55|091902.5|-810325|2.427436|7.64841|2.24915e-03|7.42235e-04|0.610000||8.077119|0.623891|0.618227
1396|PSZ2-G295.27+32.25|122128.8|-301006|6.640331|4.78508|1.49819e-03|6.34767e-04|||||
1397|PSZ2-G295.34+23.34|121533.8|-385935|2.226462|9.76087|7.99336e-03|1.51695e-03|0.119000|RXCJ1215.4-3900|4.230577|0.284846|0.281461
1398|PSZ2-G295.36+24.29|121620.9|-380334|2.428628|4.64184|9.04279e-04|3.06996e-04|||||
1399|PSZ2-G295.61-17.50|102500.1|-781435|1.460245|5.84868|1.83946e-03|6.21290e-04|||||
1400|PSZ2-G295.63-51.96|013326.1|-643404|2.427850|8.73352|1.30538e-03|2.66568e-04|0.333000|SPT-CLJ0133-6434|6.087434|0.429557|0.419542
1401|PSZ2-G295.92-39.39|022609.1|-762510|2.765686|5.29261|5.77776e-04|1.08184e-04|||||
1402|PSZ2-G296.27-52.05|012938.9|-643445|2.428484|6.82109|1.36646e-03|3.88382e-04|0.326400|RXCJ0129.4-6432|5.311265|0.456816|0.477752
1403|PSZ2-G296.42-32.49|035102.5|-821258|5.206198|9.50203|5.02938e-03|1.23998e-03|0.061300|RXCJ0351.1-8212|2.461210|0.170254|0.166194
1404|PSZ2-G296.59-10.50|112736.4|-722014|2.428437|4.81530|1.77019e-03|7.86581e-04|||||
1405|PSZ2-G296.88-17.07|105011.8|-782954|2.428857|5.22031|1.27024e-02|7.92733e-03|||||
1406|PSZ2-G296.91-07.00|114337.9|-690503|1.860640|7.10162|4.14805e-03|1.23614e-03|0.310000||7.500602|0.539255|0.537288
1407|PSZ2-G297.16-44.90|014339.2|-713757|2.091233|5.46878|6.94150e-04|1.54714e-04|||||
1408|PSZ2-G297.31-34.68|025557.9|-810221|5.033185|5.18834|2.67297e-03|7.83773e-04|||||
1409|PSZ2-G297.64-11.94|113458.3|-740143|2.364176|6.46493|3.45041e-03|1.20593e-03|||||
1410|PSZ2-G297.84+26.03|122839.8|-363653|3.021192|6.23564|3.52964e-03|1.00913e-03|||||
1411|PSZ2-G297.91+31.43|123124.8|-311432|5.675094|4.96302|2.33234e-03|1.36513e-03|||||
1412|PSZ2-G297.97-67.74|010256.7|-491618|2.428860|13.08221|1.91422e-03|2.65956e-04|0.870000|ACT-CLJ0102-49151|10.753590|0.478165|0.472099
1413|PSZ2-G298.56+13.53|122527.4|-490655|3.388017|8.14353|1.75370e-03|3.93126e-04|0.640000||8.803801|0.637421|0.631104
1414|PSZ2-G299.38-57.32|010636.3|-594202|2.428869|4.76312|1.15724e-03|4.95292e-04|0.348114|SPT-CLJ0106-5943|4.364765|0.557749|0.598864
1415|PSZ2-G299.54+17.83|123312.4|-445507|2.428484|6.02125|1.40594e-03|4.88884e-04|||||
1416|PSZ2-G299.68-60.21|010313.6|-565033|2.428097|5.11683|7.72294e-04|2.45424e-04|||||
1417|PSZ2-G300.98+14.38|124004.3|-482622|3.306748|6.43877|3.12788e-03|1.09429e-03|0.152000|RXCJ1240.2-4825|4.164417|0.402765|0.417647
1418|PSZ2-G301.11+60.05|124748.7|-024801|2.428085|6.10587|1.92438e-03|6.98308e-04|0.179700|RXCJ1247.7-0247|4.417233|0.456303|0.458559
1419|PSZ2-G301.90+20.17|124612.0|-424058|2.428678|5.26161|1.64939e-03|6.85130e-04||ACOS709|||
1420|PSZ2-G302.41+21.60|124852.1|-411555|5.449892|9.50365|6.79271e-02|1.21262e-02|0.011400|RXCJ1248.7-4118|1.324722|0.080864|0.087475
1421|PSZ2-G302.49+21.53|124915.3|-411949|5.430929|8.36482|4.73800e-02|1.11648e-02|0.011400||1.265525|0.107624|0.110464
1422|PSZ2-G302.85-88.63|005126.8|-282952|3.443857|6.59417|1.92002e-03|6.98759e-04|0.112500|RXCJ0051.3-2831|3.104015|0.290028|0.308414
1423|PSZ2-G303.00+20.86|125147.3|-420021|3.812623|4.62035|1.74340e-03|8.48451e-04|||||
1424|PSZ2-G303.03-68.49|005113.0|-483812|2.428908|4.84964|2.99283e-03|1.38609e-03|0.187300|RXCJ0051.1-4833|3.214194|0.425165|0.513083
1425|PSZ2-G303.54+36.49|125338.6|-262210|5.093494|4.91256|2.31746e-03|1.05064e-03|0.221153|ABELL1633|4.208759|0.474132|0.543371
1426|PSZ2-G303.56+47.54|125312.6|-151919|6.336555|5.17788|6.28179e-03|2.64273e-03|0.046200|RXCJ1253.2-1522|1.702444|0.201609|0.204728
1427|PSZ2-G303.72-48.28|004535.6|-685014|3.162309|5.21374|1.72815e-03|7.02993e-04||ACOS75|||
1429|PSZ2-G303.75+33.70|125434.2|-290944|3.475953|10.77025|2.88772e-02|5.10131e-03|0.054400|RXCJ1254.6-2913|2.869498|0.190494|0.171683
1428|PSZ2-G303.75-32.86|002404.3|-841314|3.002294|5.12938|1.53394e-03|6.26310e-04|||||
1430|PSZ2-G303.98-18.29|131725.4|-810633|2.428912|4.83872|1.00636e-03|3.02853e-04|||||
1431|PSZ2-G304.44+32.48|125721.9|-302201|3.514346|12.40034|1.77708e-02|4.47185e-03|0.055400|RXCJ1257.2-3022|3.452855|0.190898|0.196888
1432|PSZ2-G304.65-31.66|233947.1|-851305|1.921301|8.28185|4.19928e-03|8.73396e-04|0.193400|RXCJ2340.1-8510|4.709839|0.274896|0.327284
